instance,n,root lb,root ub,root gap,root time,ub,lb,gap,time,nodes
in02_001.out,25,3583,3583,0.00,23.86,3583,3583,0.00,23.86,1
in02_002.out,25,3103,3103,0.00,34.07,3103,3103,0.00,34.07,1
in02_003.out,25,2941,2941,0.00,35.03,2941,2941,0.00,35.04,1
in02_004.out,25,2459,2459,0.00,14.59,2459,2459,0.00,14.59,1
in02_005.out,25,2885,2885,0.00,24.28,2885,2885,0.00,24.29,1
in02_006.out,25,2890,2890,0.00,15.27,2890,2890,0.00,15.27,1
in02_007.out,25,3019,3019,0.00,17.33,3019,3019,0.00,17.33,1
in02_008.out,25,2807,2812,0.18,42.17,2812,2812,0.00,49.04,3
in02_009.out,25,2832,2832,0.00,16.26,2832,2832,0.00,16.26,1
in02_010.out,25,3218,3218,0.00,32.86,3218,3218,0.00,32.87,1
in02_011.out,25,3035,3035,0.00,24.6,3035,3035,0.00,24.6,1
in02_012.out,25,2513,2513,0.00,13.72,2513,2513,0.00,13.72,1
in02_013.out,25,3170,3170,0.00,29.06,3170,3170,0.00,29.07,1
in02_014.out,25,2939,2939,0.00,38.77,2939,2939,0.00,38.78,1
in02_015.out,25,2643,2643,0.00,13.74,2643,2643,0.00,13.74,1
in02_016.out,25,3070,3070,0.00,18.29,3070,3070,0.00,18.3,1
in02_017.out,25,3547,3547,0.00,22.9,3547,3547,0.00,22.91,1
in02_018.out,25,2883,2883,0.00,27.1,2883,2883,0.00,27.11,1
in02_019.out,25,3260,3260,0.00,45.98,3260,3260,0.00,45.98,1
in02_020.out,25,2562,2562,0.00,23.09,2562,2562,0.00,23.09,1
in02_021.out,25,3044,3044,0.00,20.73,3044,3044,0.00,20.74,1
in02_022.out,25,2800,2800,0.00,27.06,2800,2800,0.00,27.07,1
in02_023.out,25,3285,3285,0.00,20.26,3285,3285,0.00,20.26,1
in02_024.out,25,2995,2995,0.00,25.5,2995,2995,0.00,25.5,1
in02_025.out,25,2445,2445,0.00,20.06,2445,2445,0.00,20.07,1
in02_026.out,25,2936,2936,0.00,23.89,2936,2936,0.00,23.89,1
in02_027.out,25,2603,2603,0.00,20.15,2603,2603,0.00,20.16,1
in02_028.out,25,2806,2806,0.00,13.37,2806,2806,0.00,13.37,1
in02_029.out,25,2725,2725,0.00,24.14,2725,2725,0.00,24.15,1
in02_030.out,25,2735,2735,0.00,15.2,2735,2735,0.00,15.21,1
in02_031.out,25,2861,2861,0.00,17.28,2861,2861,0.00,17.28,1
in02_032.out,25,2411,2411,0.00,27.6,2411,2411,0.00,27.61,1
in02_033.out,25,2972,2972,0.00,29.07,2972,2972,0.00,29.07,1
in02_034.out,25,2765,2765,0.00,26.88,2765,2765,0.00,26.88,1
in02_035.out,25,2560,2560,0.00,12.69,2560,2560,0.00,12.69,1
in02_036.out,25,3012,3012,0.00,44.25,3012,3012,0.00,44.25,1
in02_037.out,25,3015,3015,0.00,20.16,3015,3015,0.00,20.17,1
in02_038.out,25,2659,2659,0.00,25.43,2659,2659,0.00,25.44,1
in02_039.out,25,3237,3237,0.00,20.93,3237,3237,0.00,20.93,1
in02_040.out,25,2899,2899,0.00,26.32,2899,2899,0.00,26.32,1
in02_041.out,25,2798,2798,0.00,22.79,2798,2798,0.00,22.8,1
in02_042.out,25,2730,2730,0.00,17.08,2730,2730,0.00,17.08,1
in02_043.out,25,2841,2841,0.00,26.8,2841,2841,0.00,26.81,1
in02_044.out,25,3057,3057,0.00,18.05,3057,3057,0.00,18.06,1
in02_045.out,25,3019,3019,0.00,24.67,3019,3019,0.00,24.67,1
in02_046.out,25,2543,2543,0.00,24.21,2543,2543,0.00,24.21,1
in02_047.out,25,2402,2402,0.00,12.5,2402,2402,0.00,12.51,1
in02_048.out,25,2962,2962,0.00,21.07,2962,2962,0.00,21.07,1
in02_049.out,25,2252,2252,0.00,26.8,2252,2252,0.00,26.8,1
in02_050.out,25,2829,2829,0.00,26.43,2829,2829,0.00,26.44,1
in02_051.out,25,3421,3421,0.00,24.95,3421,3421,0.00,24.96,1
in02_052.out,25,3099,3099,0.00,14.3,3099,3099,0.00,14.3,1
in02_053.out,25,3019,3019,0.00,21.59,3019,3019,0.00,21.6,1
in02_054.out,25,2778,2778,0.00,18.76,2778,2778,0.00,18.76,1
in02_055.out,25,3345,3345,0.00,26.06,3345,3345,0.00,26.06,1
in02_056.out,25,3016,3016,0.00,19.27,3016,3016,0.00,19.28,1
in02_057.out,25,3105,3105,0.00,15.11,3105,3105,0.00,15.11,1
in02_058.out,25,2553,2553,0.00,24.95,2553,2553,0.00,24.96,1
in02_059.out,25,2917,2917,0.00,15.32,2917,2917,0.00,15.33,1
in02_060.out,25,3284,3284,0.00,52.86,3284,3284,0.00,52.86,1
in02_061.out,50,5357,5357,0.00,312.61,5357,5357,0.00,312.62,1
in02_062.out,50,5426,5426,0.00,385.91,5426,5426,0.00,385.91,1
in02_063.out,50,5221,5221,0.00,463.68,5221,5221,0.00,463.69,1
in02_064.out,50,5356,5359,0.06,643.46,5359,5359,0.00,1014.17,3
in02_065.out,50,5160,5160,0.00,398.63,5160,5160,0.00,398.64,1
in02_066.out,50,5369,5369,0.00,467.47,5369,5369,0.00,467.48,1
in02_067.out,50,5168,5168,0.00,237.25,5168,5168,0.00,237.25,1
in02_068.out,50,5078,5078,0.00,253.49,5078,5078,0.00,253.5,1
in02_069.out,50,5384,5384,0.00,350.81,5384,5384,0.00,350.82,1
in02_070.out,50,5619,5625,0.11,538.51,5625,5625,0.00,1328.47,5
in02_071.out,50,5429,5429,0.00,396.07,5429,5429,0.00,396.08,1
in02_072.out,50,5172,5172,0.00,295.68,5172,5172,0.00,295.69,1
in02_073.out,50,4400,4405,0.11,679.33,4405,4405,0.00,1368.6,5
in02_074.out,50,5928,5928,0.00,329.18,5928,5928,0.00,329.2,1
in02_075.out,50,5508,5508,0.00,431.22,5508,5508,0.00,431.23,1
in02_076.out,50,5900,5900,0.00,275.93,5900,5900,0.00,275.93,1
in02_077.out,50,5427,5427,0.00,400.01,5427,5427,0.00,400.02,1
in02_078.out,50,5260,5260,0.00,429.56,5260,5260,0.00,429.56,1
in02_079.out,50,6055,6057,0.03,644.87,6057,6057,0.00,773.76,3
in02_080.out,50,5624,5625,0.02,1052.97,5625,5625,0.00,1422.5,3
in02_081.out,50,5402,5402,0.00,388.96,5402,5402,0.00,388.96,1
in02_082.out,50,5627,5627,0.00,351.26,5627,5627,0.00,351.27,1
in02_083.out,50,5496,5496,0.00,429.02,5496,5496,0.00,429.04,1
in02_084.out,50,5487,5487,0.00,411.44,5487,5487,0.00,411.46,1
in02_085.out,50,5382,5384,0.04,671.17,5383,5383,0.00,1049.47,3
in02_086.out,50,5810,5810,0.00,368.7,5810,5810,0.00,368.71,1
in02_087.out,50,4984,4985,0.02,675.49,4985,4985,0.00,888.53,3
in02_088.out,50,5690,5692,0.04,784.71,5692,5692,0.00,1211.42,3
in02_089.out,50,4653,4653,0.00,364.09,4653,4653,0.00,364.1,1
in02_090.out,50,4650,4650,0.00,273.75,4650,4650,0.00,273.76,1
in02_091.out,50,5357,5357,0.00,275.65,5357,5357,0.00,275.65,1
in02_092.out,50,5821,5823,0.03,749.08,5823,5823,0.00,1088.87,3
in02_093.out,50,5292,5292,0.00,286.78,5292,5292,0.00,286.79,1
in02_094.out,50,5514,5514,0.00,277.36,5514,5514,0.00,277.37,1
in02_095.out,50,5916,5918,0.03,624.43,5918,5918,0.00,850.13,3
in02_096.out,50,5033,5037,0.08,557.07,5034,5034,0.00,903.62,3
in02_097.out,50,5840,5840,0.00,385.26,5840,5840,0.00,385.27,1
in02_098.out,50,5594,5594,0.00,327.72,5594,5594,0.00,327.73,1
in02_099.out,50,5321,5321,0.00,206.54,5321,5321,0.00,206.57,1
in02_100.out,50,5232,5232,0.00,510.69,5232,5232,0.00,510.7,1
in02_101.out,50,5361,5361,0.00,353.18,5361,5361,0.00,353.19,1
in02_102.out,50,5655,5655,0.00,384.3,5655,5655,0.00,384.32,1
in02_103.out,50,6306,6306,0.00,503.64,6306,6306,0.00,503.65,1
in02_104.out,50,5366,5366,0.00,271.44,5366,5366,0.00,271.45,1
in02_105.out,50,5588,5588,0.00,358.58,5588,5588,0.00,358.59,1
in02_106.out,50,6000,6000,0.00,585.94,6000,6000,0.00,585.96,1
in02_107.out,50,5461,5461,0.00,368.31,5461,5461,0.00,368.33,1
in02_108.out,50,5267,5267,0.00,301.81,5267,5267,0.00,301.82,1
in02_109.out,50,4418,4418,0.00,175.48,4418,4418,0.00,175.49,1
in02_110.out,50,5247,5247,0.00,367.41,5247,5247,0.00,367.43,1
in02_111.out,50,5449,5449,0.00,553.44,5449,5449,0.00,553.45,1
in02_112.out,50,4807,4807,0.00,261.89,4807,4807,0.00,261.9,1
in02_113.out,50,5193,5195,0.04,713.17,5194,5194,0.00,968.88,3
in02_114.out,50,5781,5781,0.00,375.09,5781,5781,0.00,375.12,1
in02_115.out,50,4978,4978,0.00,359.34,4978,4978,0.00,359.36,1
in02_116.out,50,5349,5349,0.00,321.24,5349,5349,0.00,321.25,1
in02_117.out,50,5570,5570,0.00,360.48,5570,5570,0.00,360.49,1
in02_118.out,50,4973,4973,0.00,299.06,4973,4973,0.00,299.08,1
in02_119.out,50,5454,5456,0.04,505.7,5456,5456,0.00,646.12,3
in02_120.out,50,4615,4615,0.00,309.77,4615,4615,0.00,309.79,1
in02_121.out,75,7957,7974,0.21,5004.8,7958,7974,0.20,28800,5
in02_122.out,75,7851,7865,0.18,6364.56,7851,7865,0.18,28800,5
in02_123.out,75,7915,7932,0.21,7051.79,7916,7916,0.00,17129.1,5
in02_124.out,75,8352,8352,0.00,2094.14,8352,8352,0.00,2094.18,1
in02_125.out,75,7851,7851,0.00,1464.57,7851,7851,0.00,1464.59,1
in02_126.out,75,8709,8725,0.18,5065.99,8709,8709,0.00,16105.1,3
in02_127.out,75,7909,7916,0.09,7622.38,7909,7909,0.00,7820.02,3
in02_128.out,75,7527,7538,0.15,5114.59,7531,7538,0.09,28800,5
in02_129.out,75,7946,7961,0.19,7925.87,7949,7961,0.15,28800,5
in02_130.out,75,8381,8396,0.18,6704.6,8384,8396,0.14,28800,5
in02_131.out,75,7672,7672,0.00,1669.07,7672,7672,0.00,1669.11,1
in02_132.out,75,7378,7398,0.27,6657.77,7382,7382,0.00,27797.2,9
in02_133.out,75,8395,8421,0.31,8382.97,8396,8421,0.30,28800,5
in02_134.out,75,7982,7995,0.16,6234.71,7985,7987,0.03,28800,5
in02_135.out,75,8763,8776,0.15,4490.95,8764,8776,0.14,28800,5
in02_136.out,75,8144,8155,0.14,4733.93,8146,8146,0.00,24580.9,5
in02_137.out,75,7910,7926,0.20,6298.58,7910,7910,0.00,6467.03,3
in02_138.out,75,7963,7976,0.16,6390.52,7963,7963,0.00,6898.4,3
in02_139.out,75,7342,7354,0.16,5231.52,7346,7354,0.11,28800,5
in02_140.out,75,8813,8831,0.20,7220.42,8818,8818,0.00,26348,9
in02_141.out,75,8759,8759,0.00,3585.37,8759,8759,0.00,3585.39,1
in02_142.out,75,7425,7439,0.19,4134.39,7426,7426,0.00,21952.1,5
in02_143.out,75,8071,8087,0.20,4162.45,8073,8073,0.00,6490.48,3
in02_144.out,75,7252,7264,0.17,4036.75,7252,7264,0.17,28800,5
in02_145.out,75,7559,7576,0.22,5111.85,7559,7559,0.00,5387.38,3
in02_146.out,75,8159,8173,0.17,5542.25,8159,8159,0.00,20319.4,5
in02_147.out,75,7752,7752,0.00,2044.27,7752,7752,0.00,2044.29,1
in02_148.out,75,8199,8210,0.13,3893.85,8199,8199,0.00,3948.19,3
in02_149.out,75,7928,7935,0.09,3442.09,7928,7928,0.00,5709.33,3
in02_150.out,75,7705,7713,0.10,8610.8,7707,7709,0.03,28800,9
in02_151.out,75,7390,7400,0.14,5457.33,7391,7391,0.00,20786,5
in02_152.out,75,7827,7827,0.00,1886.95,7827,7827,0.00,1886.96,1
in02_153.out,75,7569,7569,0.00,2767.16,7569,7569,0.00,2767.2,1
in02_154.out,75,7651,7651,0.00,2647.79,7651,7651,0.00,2647.85,1
in02_155.out,75,7174,7190,0.22,5987.86,7176,7190,0.20,28800,7
in02_156.out,75,7522,7533,0.15,5300.94,7525,7525,0.00,20283.2,5
in02_157.out,75,8791,8806,0.17,4995.16,8791,8791,0.00,5424.4,3
in02_158.out,75,7451,7464,0.17,5320.86,7453,7453,0.00,28617.5,7
in02_159.out,75,8035,8035,0.00,1415.45,8035,8035,0.00,1415.5,1
in02_160.out,75,8137,8137,0.00,4015.46,8137,8137,0.00,4015.48,1
in02_161.out,75,8819,8819,0.00,2565.8,8819,8819,0.00,2565.84,1
in02_162.out,75,7894,7894,0.00,2007.56,7894,7894,0.00,2007.73,1
in02_163.out,75,7478,7492,0.19,4683.77,7478,7478,0.00,4843.1,3
in02_164.out,75,8002,8013,0.14,4928.35,8002,8002,0.00,5077.25,3
in02_165.out,75,7738,7738,0.00,1696.94,7738,7738,0.00,1696.99,1
in02_166.out,75,8351,8351,0.00,3070.72,8351,8351,0.00,3070.74,1
in02_167.out,75,8433,8433,0.00,2751.07,8433,8433,0.00,2751.08,1
in02_168.out,75,7979,7991,0.15,7157.34,7979,7979,0.00,7693.78,3
in02_169.out,75,9005,9010,0.06,5767.53,9006,9006,0.00,14580.2,5
in02_170.out,75,8313,8321,0.10,5240.4,8313,8313,0.00,5371.32,3
in02_171.out,75,6835,6835,0.00,1643.2,6835,6835,0.00,1643.22,1
in02_172.out,75,9280,9295,0.16,5959.05,9280,9280,0.00,6036.26,3
in02_173.out,75,7631,7631,0.00,1376.57,7631,7631,0.00,1376.62,1
in02_174.out,75,7616,7625,0.12,4117.28,7618,7618,0.00,6965.03,3
in02_175.out,75,7445,7451,0.08,2558.41,7447,7451,0.05,28800,7
in02_176.out,75,7170,7182,0.17,3215.84,7170,7170,0.00,3273.99,3
in02_177.out,75,8070,8080,0.12,5378.75,8071,8074,0.04,28800,5
in02_178.out,75,7825,7832,0.09,6533.58,7826,7826,0.00,9284.23,3
in02_179.out,75,7647,7647,0.00,1946,7647,7647,0.00,1948.23,1
in02_180.out,75,7988,7988,0.00,2293.9,7988,7988,0.00,2293.92,1
in02_181.out,100,10950,10975,0.23,19777.5,10950,10975,0.23,28800,1
in02_182.out,100,10025,10063,0.38,20897,10025,10063,0.38,28800,1
in02_183.out,100,10549,10549,0.00,11915,10549,10549,0.00,11915,1
in02_184.out,100,10579,10608,0.27,13108.1,10579,10608,0.27,28800,3
in02_185.out,100,10367,10382,0.14,15145.6,10367,10382,0.14,28800,3
in02_186.out,100,10111,10134,0.23,14097.8,10111,10111,0.00,14396.8,3
in02_187.out,100,10508,10521,0.12,9885.45,10509,10521,0.11,28800,3
in02_188.out,100,11582,11607,0.22,18518.2,11582,11607,0.22,28800,1
in02_189.out,100,10836,10873,0.34,18803.3,10836,10873,0.34,28800,1
in02_190.out,100,10180,10224,0.43,15178.6,10180,10224,0.43,28800,1
in02_191.out,100,10548,10548,0.00,4854.95,10548,10548,0.00,4854.99,1
in02_192.out,100,10821,10850,0.27,14149.7,10821,10850,0.27,28800,3
in02_193.out,100,10775,10799,0.22,17846.8,10775,10799,0.22,28800,1
in02_194.out,100,11263,11294,0.28,16208.5,11263,11294,0.28,28800,1
in02_195.out,100,10831,10856,0.23,11991.9,10831,10856,0.23,28800,1
in02_196.out,100,9756,9786,0.31,12836.7,9756,9786,0.31,28800,1
in02_197.out,100,10602,10626,0.23,14689.4,10602,10626,0.23,28800,3
in02_198.out,100,11712,11747,0.30,23973.1,11712,11747,0.30,28800,1
in02_199.out,100,11401,11435,0.30,20889.4,11401,11435,0.30,28800,1
in02_200.out,100,12080,12116,0.30,16771.4,12080,12116,0.30,28800,1
in02_201.out,100,9756,9784,0.29,23984.1,9756,9784,0.29,28800,1
in02_202.out,100,11052,11084,0.29,19077.7,11052,11084,0.29,28800,1
in02_203.out,100,10907,10907,0.00,12343.4,10907,10907,0.00,12343.4,1
in02_204.out,100,9725,9750,0.26,16583.2,9725,9725,0.00,16913,3
in02_205.out,100,9931,9964,0.33,28800,9931,9964,0.33,28800,1
in02_206.out,100,10261,10280,0.19,9123.67,10261,10280,0.19,28800,1
in02_207.out,100,10111,10133,0.22,16518,10111,10133,0.22,28800,1
in02_208.out,100,9627,9654,0.28,20063,9627,9628,0.01,28800,1
in02_209.out,100,10106,10144,0.38,18895.2,10106,10144,0.38,28800,1
in02_210.out,100,10100,10114,0.14,7816.7,10100,10114,0.14,28800,3
in02_211.out,100,10591,10631,0.38,19762.7,10591,10591,0.00,28349.8,3
in02_212.out,100,11373,11407,0.30,25591.3,11373,11407,0.30,28800,1
in02_213.out,100,10690,10718,0.26,14340.4,10690,10690,0.00,21415.9,3
in02_214.out,100,9382,9413,0.33,21961.1,9382,9413,0.33,28800,1
in02_215.out,100,10310,10334,0.23,17280.4,10310,10334,0.23,28800,3
in02_216.out,100,10200,10235,0.34,18562.5,10200,10235,0.34,28800,1
in02_217.out,100,11407,11407,0.00,10246.4,11407,11407,0.00,10246.5,1
in02_218.out,100,11122,11122,0.00,5120,11122,11122,0.00,5120.03,1
in02_219.out,100,9913,9928,0.15,13728.5,9914,9928,0.14,28800,3
in02_220.out,100,10821,10847,0.24,18252.2,10821,10847,0.24,28800,1
in02_221.out,100,11172,11195,0.21,14378.6,11172,11172,0.00,20092,3
in02_222.out,100,10236,10236,0.00,10995.2,10236,10236,0.00,10995.2,1
in02_223.out,100,9936,9956,0.20,16958.2,9936,9956,0.20,28800,1
in02_224.out,100,10844,10875,0.29,18494.2,10844,10844,0.00,18723.8,3
in02_225.out,100,10407,10431,0.23,15243.3,10407,10407,0.00,19794.2,3
in02_226.out,100,10144,10164,0.20,14106.9,10145,10164,0.19,28800,3
in02_227.out,100,10097,10128,0.31,14591.8,10097,10128,0.31,28800,1
in02_228.out,100,9715,9743,0.29,20780.2,9715,9743,0.29,28800,1
in02_229.out,100,10407,10426,0.18,12949.9,10408,10426,0.17,28800,3
in02_230.out,100,10460,10468,0.08,15272,10461,10468,0.07,28800,3
in02_231.out,100,10068,10068,0.00,11892.6,10068,10068,0.00,11892.6,1
in02_232.out,100,9791,9810,0.19,17725.1,9791,9810,0.19,28800,1
in02_233.out,100,10384,10405,0.20,15781.5,10384,10384,0.00,16985.1,3
in02_234.out,100,10539,10567,0.27,21723.2,10539,10567,0.27,28800,1
in02_235.out,100,10224,10251,0.26,17621.4,10224,10251,0.26,28800,3
in02_236.out,100,10340,10368,0.27,22075.2,10340,10368,0.27,28800,1
in02_237.out,100,11062,11091,0.26,20138.8,11062,11062,0.00,20551.6,3
in02_238.out,100,9686,9713,0.28,18573.1,9686,9713,0.28,28800,1
in02_239.out,100,10103,10103,0.00,4371.86,10103,10103,0.00,4371.89,1
in02_240.out,100,10749,10789,0.37,20000.4,10749,10789,0.37,28800,1
in02_241.out,125,12940,12990,0.39,28800,12940,12990,0.39,28800,1
in02_242.out,125,12155,12200,0.37,28800,12155,12200,0.37,28800,1
in02_243.out,125,13078,13123,0.34,28800,13078,13123,0.34,28800,1
in02_244.out,125,12921,12978,0.44,28800,12921,12978,0.44,28800,1
in02_245.out,125,12406,12454,0.39,28800,12406,12454,0.39,28800,1
in02_246.out,125,13881,13924,0.31,28800,13881,13924,0.31,28800,1
in02_247.out,125,12859,12899,0.31,28800,12859,12899,0.31,28800,1
in02_248.out,125,13213,13260,0.36,28800,13213,13260,0.36,28800,1
in02_249.out,125,13030,13030,0.00,18736.4,13030,13030,0.00,18736.5,1
in02_250.out,125,12282,12322,0.33,28800,12282,12322,0.33,28800,1
in02_251.out,125,12927,12974,0.36,28800,12927,12974,0.36,28800,1
in02_252.out,125,13175,13175,0.00,26917.3,13175,13175,0.00,26917.4,1
in02_253.out,125,12543,12586,0.34,28800,12543,12586,0.34,28800,1
in02_254.out,125,12379,12422,0.35,28800,12379,12422,0.35,28800,1
in02_255.out,125,13927,13986,0.42,28800,13927,13986,0.42,28800,1
in02_256.out,125,13431,13484,0.39,28800,13431,13484,0.39,28800,1
in02_257.out,125,12578,12605,0.21,28800,12578,12605,0.21,28800,1
in02_258.out,125,13546,13592,0.34,28800,13546,13592,0.34,28800,1
in02_259.out,125,12644,12703,0.47,28800,12644,12703,0.47,28800,1
in02_260.out,125,13421,13462,0.31,28800,13421,13462,0.31,28800,1
in02_261.out,125,12703,12753,0.39,28800,12703,12753,0.39,28800,1
in02_262.out,125,13743,13797,0.39,28800,13743,13797,0.39,28800,1
in02_263.out,125,12315,12364,0.40,28800,12315,12364,0.40,28800,1
in02_264.out,125,12650,12690,0.32,28800,12650,12690,0.32,28800,1
in02_265.out,125,12418,12458,0.32,28800,12418,12458,0.32,28800,1
in02_266.out,125,13073,13123,0.38,28800,13073,13123,0.38,28800,1
in02_267.out,125,12594,12640,0.37,28800,12594,12640,0.37,28800,1
in02_268.out,125,13891,13953,0.45,28800,13891,13953,0.45,28800,1
in02_269.out,125,12214,12264,0.41,28800,12214,12264,0.41,28800,1
in02_270.out,125,13656,13708,0.38,28800,13656,13708,0.38,28800,1
in02_271.out,125,13775,13825,0.36,28800,13775,13825,0.36,28800,1
in02_272.out,125,13732,13778,0.33,28800,13732,13778,0.33,28800,1
in02_273.out,125,13366,13427,0.46,28800,13366,13427,0.46,28800,1
in02_274.out,125,11916,11965,0.41,28800,11916,11965,0.41,28800,1
in02_275.out,125,12856,12901,0.35,28800,12856,12901,0.35,28800,1
in02_276.out,125,12737,12737,0.00,15608,12737,12737,0.00,15608,1
in02_277.out,125,12884,12929,0.35,28800,12884,12929,0.35,28800,1
in02_278.out,125,12089,12144,0.45,28800,12089,12144,0.45,28800,1
in02_279.out,125,13140,13183,0.33,28800,13140,13183,0.33,28800,1
in02_280.out,125,13675,13721,0.34,28800,13675,13721,0.34,28800,1
in02_281.out,125,11909,11951,0.35,28800,11909,11951,0.35,28800,1
in02_282.out,125,13503,13543,0.30,28800,13503,13543,0.30,28800,1
in02_283.out,125,13068,13113,0.34,28800,13068,13113,0.34,28800,1
in02_284.out,125,12302,12354,0.42,28800,12302,12354,0.42,28800,1
in02_285.out,125,13925,13955,0.22,28800,13925,13955,0.22,28800,1
in02_286.out,125,13321,13321,0.00,17440.3,13321,13321,0.00,17440.3,1
in02_287.out,125,12273,12312,0.32,28800,12273,12312,0.32,28800,1
in02_288.out,125,14031,14084,0.38,28800,14031,14084,0.38,28800,1
in02_289.out,125,12081,12135,0.45,28800,12081,12135,0.45,28800,1
in02_290.out,125,13340,13388,0.36,28800,13340,13388,0.36,28800,1
in02_291.out,125,13628,13684,0.41,28800,13628,13684,0.41,28800,1
in02_292.out,125,13760,13809,0.36,28800,13760,13809,0.36,28800,1
in02_293.out,125,13704,13759,0.40,28800,13704,13759,0.40,28800,1
in02_294.out,125,12561,12625,0.51,28800,12561,12625,0.51,28800,1
in02_295.out,125,12143,12181,0.31,28800,12143,12181,0.31,28800,1
in02_296.out,125,12326,12370,0.36,28800,12326,12370,0.36,28800,1
in02_297.out,125,13650,13698,0.35,28800,13650,13698,0.35,28800,1
in02_298.out,125,13473,13522,0.36,28800,13473,13522,0.36,28800,1
in02_299.out,125,12301,12344,0.35,28800,12301,12344,0.35,28800,1
in02_300.out,125,13305,13345,0.30,28800,13305,13345,0.30,28800,1
in02_301.out,150,14713,14781,0.46,28800,14713,14781,0.46,28800,1
in02_302.out,150,15521,15612,0.59,28800,15521,15612,0.59,28800,1
in02_303.out,150,14838,14898,0.40,28800,14838,14898,0.40,28800,1
in02_304.out,150,16331,16424,0.57,28800,16331,16424,0.57,28800,1
in02_305.out,150,15009,15072,0.42,28800,15009,15072,0.42,28800,1
in02_306.out,150,15227,15298,0.47,28800,15227,15298,0.47,28800,1
in02_307.out,150,14319,14414,0.66,28800,14319,14414,0.66,28800,1
in02_308.out,150,15951,16029,0.49,28800,15951,16029,0.49,28800,1
in02_309.out,150,15430,15505,0.49,28800,15430,15505,0.49,28800,1
in02_310.out,150,15289,15369,0.52,28800,15289,15369,0.52,28800,1
in02_311.out,150,14892,14982,0.60,28800,14892,14982,0.60,28800,1
in02_312.out,150,15559,15634,0.48,28800,15559,15634,0.48,28800,1
in02_313.out,150,16226,16345,0.73,28800,16226,16345,0.73,28800,1
in02_314.out,150,16412,16661,1.52,28800,16412,16661,1.52,28800,1
in02_315.out,150,15074,15192,0.78,28800,15074,15192,0.78,28800,1
in02_316.out,150,15062,15134,0.48,28800,15062,15134,0.48,28800,1
in02_317.out,150,15364,15468,0.68,28800,15364,15468,0.68,28800,1
in02_318.out,150,16111,16192,0.50,28800,16111,16192,0.50,28800,1
in02_319.out,150,15921,16003,0.52,28800,15921,16003,0.52,28800,1
in02_320.out,150,15676,15763,0.55,28800,15676,15763,0.55,28800,1
in02_321.out,150,15722,15816,0.60,28800,15722,15816,0.60,28800,1
in02_322.out,150,15913,16422,3.20,28800,15913,16422,3.20,28800,1
in02_323.out,150,16088,16335,1.54,28800,16088,16335,1.54,28800,1
in02_324.out,150,15151,15274,0.81,28800,15151,15274,0.81,28800,1
in02_325.out,150,14785,14882,0.66,28800,14785,14882,0.66,28800,1
in02_326.out,150,14718,14851,0.90,28800,14718,14851,0.90,28800,1
in02_327.out,150,15234,15333,0.65,28800,15234,15333,0.65,28800,1
in02_328.out,150,15225,15495,1.77,28800,15225,15495,1.77,28800,1
in02_329.out,150,15136,15259,0.81,28800,15136,15259,0.81,28800,1
in02_330.out,150,15236,15561,2.13,28800,15236,15561,2.13,28800,1
in02_331.out,150,14809,15169,2.43,28800,14809,15169,2.43,28800,1
in02_332.out,150,14515,14828,2.16,28800,14515,14828,2.16,28800,1
in02_333.out,150,14458,14612,1.07,28800,14458,14612,1.07,28800,1
in02_334.out,150,14478,14798,2.21,28800,14478,14798,2.21,28800,1
in02_335.out,150,15517,15835,2.05,28800,15517,15835,2.05,28800,1
in02_336.out,150,16119,16607,3.03,28800,16119,16607,3.03,28800,1
in02_337.out,150,15578,16008,2.76,28800,15578,16008,2.76,28800,1
in02_338.out,150,15429,15545,0.75,28800,15429,15545,0.75,28800,1
in02_339.out,150,15672,15999,2.09,28800,15672,15999,2.09,28800,1
in02_340.out,150,14918,15252,2.24,28800,14918,15252,2.24,28800,1
in02_341.out,150,16314,16777,2.84,28800,16314,16777,2.84,28800,1
in02_342.out,150,15237,15537,1.97,28800,15237,15537,1.97,28800,1
in02_343.out,150,15557,15964,2.62,28800,15557,15964,2.62,28800,1
in02_344.out,150,15574,15895,2.06,28800,15574,15895,2.06,28800,1
in02_345.out,150,14631,14961,2.26,28800,14631,14961,2.26,28800,1
in02_346.out,150,14490,14730,1.66,28800,14490,14730,1.66,28800,1
in02_347.out,150,15631,16134,3.22,28800,15631,16134,3.22,28800,1
in02_348.out,150,14294,14553,1.81,28800,14294,14553,1.81,28800,1
in02_349.out,150,14894,15271,2.53,28800,14894,15271,2.53,28800,1
in02_350.out,150,15666,16208,3.46,28800,15666,16208,3.46,28800,1
in02_351.out,150,15754,16112,2.27,28800,15754,16112,2.27,28800,1
in02_352.out,150,15426,15930,3.27,28800,15426,15930,3.27,28800,1
in02_353.out,150,14678,15097,2.85,28800,14678,15097,2.85,28800,1
in02_354.out,150,14671,14985,2.14,28800,14671,14985,2.14,28800,1
in02_355.out,150,14449,14569,0.83,28800,14449,14569,0.83,28800,1
in02_356.out,150,15007,15327,2.13,28800,15007,15327,2.13,28800,1
in02_357.out,150,15414,15930,3.35,28800,15414,15930,3.35,28800,1
in02_358.out,150,15533,15993,2.96,28800,15533,15993,2.96,28800,1
in02_359.out,150,15348,15832,3.15,28800,15348,15832,3.15,28800,1
in02_360.out,150,16430,16856,2.59,28800,16430,16856,2.59,28800,1
in06_001.out,25,2569,2569,0.00,18.76,2569,2569,0.00,18.76,1
